date,rainfall_mm,rainfall_3day_avg,rainfall_7day_avg,river_level_m,temperature_c,humidity_pct,wind_speed_kmh,soil_moisture_pct,elevation_m,distance_to_river_km,drainage_quality,flood
2025-04-16,8.43,13.79,9.92,7.1,24.41,63.3,9.87,36.79,5,2.79,0,0
2025-04-17,26.66,12.34,11.09,10.16,25.77,73.86,16.48,38.39,20,0.05,1,0
2025-04-18,1.92,16.17,11.38,3.29,22.71,67.3,14.88,39.78,100,3.34,0,0
2025-04-19,19.92,11.07,11.94,10.67,23.17,74.64,3.54,35.34,5,9.2,0,0
2025-04-20,11.37,12.13,11.5,6.0,25.7,71.79,0.77,35.22,10,5.62,0,0
2025-04-21,5.09,8.88,9.63,4.67,26.53,66.15,1.94,40.26,50,3.62,1,0
2025-04-22,10.18,6.88,10.58,8.45,23.39,66.75,0.97,34.79,50,1.98,0,0
2025-04-23,5.35,9.71,8.12,5.05,21.94,56.53,2.79,29.61,50,0.65,0,0
2025-04-24,13.6,9.16,6.76,6.71,31.15,67.55,6.15,35.63,10,2.13,1,0
2025-04-25,8.53,8.28,7.73,5.01,26.12,67.25,23.73,22.52,100,2.38,0,0
2025-04-26,2.69,4.36,11.26,4.71,23.99,68.63,20.56,41.1,20,0.66,1,0
2025-04-27,1.86,5.47,11.4,2.46,26.24,64.36,12.68,41.26,50,0.59,1,0
2025-04-28,11.87,16.21,12.28,6.76,24.23,72.14,0.24,40.9,5,1.01,1,0
2025-04-29,34.91,17.7,13.37,14.37,26.19,72.29,4.18,41.15,10,2.05,2,0
2025-04-30,6.32,20.35,18.73,6.96,24.75,61.53,11.47,37.07,100,0.69,0,0
2025-05-01,19.81,14.08,22.15,10.24,24.59,72.05,1.38,38.33,10,1.62,2,0
2025-05-02,16.12,25.39,22.25,7.48,24.15,73.87,16.15,32.75,5,4.59,1,1
2025-05-03,40.23,27.38,19.55,15.0,21.46,79.39,24.6,46.56,50,0.7,1,1
2025-05-04,25.8,26.19,23.55,10.88,28.2,72.49,4.37,37.0,50,6.76,1,1
2025-05-05,12.54,18.13,21.81,5.78,22.42,69.71,12.24,40.42,50,1.28,0,0
2025-05-06,16.05,20.96,20.36,8.11,21.56,62.4,1.6,39.41,50,0.21,1,0
2025-05-07,34.3,19.33,14.63,15.0,23.83,85.19,11.74,29.15,50,0.11,2,0
2025-05-08,7.65,15.96,14.7,5.99,22.3,59.43,0.22,27.16,20,0.83,2,0
2025-05-09,5.94,4.58,16.37,5.3,24.1,53.37,1.63,36.58,200,0.6,2,0
2025-05-10,0.16,10.79,14.31,5.51,25.55,60.13,12.37,33.46,50,3.71,2,0
2025-05-11,26.28,16.89,11.26,9.67,26.14,81.63,12.44,34.06,50,2.68,1,0
2025-05-12,24.22,17.38,11.5,9.22,25.76,75.04,10.25,39.93,20,4.32,1,0
2025-05-13,1.65,12.92,10.92,2.06,23.49,64.58,6.49,35.49,100,1.78,2,0
2025-05-14,12.9,7.97,19.34,7.82,24.18,66.66,11.24,41.53,5,1.14,2,0
2025-05-15,9.35,8.05,16.11,6.51,24.87,63.92,14.86,38.67,50,0.63,0,0
2025-05-16,1.9,23.45,12.8,5.92,20.51,53.22,33.96,33.54,20,1.75,1,0
2025-05-17,59.11,21.54,14.5,15.0,25.14,78.26,21.95,30.79,50,1.92,1,1
2025-05-18,3.63,21.26,15.53,4.1,21.06,62.79,15.82,37.54,20,1.0,1,0
2025-05-19,1.04,6.07,14.27,3.82,28.03,67.08,11.87,36.13,50,5.52,2,0
2025-05-20,13.55,11.58,16.3,7.71,23.12,68.5,8.54,41.1,5,2.04,1,0
2025-05-21,20.14,11.4,9.48,7.54,23.53,73.19,1.29,33.04,20,3.63,2,0
2025-05-22,0.49,12.25,9.2,6.9,22.34,68.17,1.81,32.19,100,1.94,2,0
2025-05-23,16.13,9.34,9.46,8.96,22.59,69.71,17.16,32.63,20,0.76,0,0
2025-05-24,11.4,9.72,9.32,7.17,28.38,65.09,16.26,29.13,5,2.67,0,0
2025-05-25,1.63,5.29,7.19,4.73,25.68,56.72,9.53,40.11,20,0.52,1,0
2025-05-26,2.84,5.69,13.09,5.2,20.68,71.53,5.78,40.94,200,1.82,2,0
2025-05-27,12.59,6.9,14.45,7.11,26.76,68.93,0.26,29.71,5,1.03,1,0
2025-05-28,5.27,19.88,21.62,4.32,26.11,57.92,3.96,42.67,5,0.32,1,0
2025-05-29,41.79,24.23,22.03,15.0,23.14,75.04,5.46,29.59,50,1.07,1,1
2025-05-30,25.62,43.01,29.12,11.65,24.29,79.07,6.65,46.58,20,0.74,2,1
2025-05-31,61.63,30.58,28.53,15.0,23.62,85.63,26.5,37.93,20,0.24,0,1
2025-06-01,4.51,39.53,28.7,6.56,27.57,71.52,1.15,43.28,100,3.47,1,0
2025-06-02,52.46,21.81,22.84,15.0,22.01,72.45,7.32,29.49,10,1.38,1,1
2025-06-03,8.46,22.44,19.29,6.92,23.87,71.35,4.59,31.72,50,0.85,1,0
2025-06-04,6.4,5.21,13.01,7.09,22.7,65.64,46.15,37.55,50,1.41,1,0
2025-06-05,0.77,2.66,13.68,3.76,20.66,60.98,19.8,31.97,200,2.81,2,0
2025-06-06,0.81,6.42,6.74,4.12,27.89,59.53,5.78,28.5,200,0.04,1,0
2025-06-07,17.67,9.22,7.57,9.77,21.12,78.29,80.97,40.01,20,1.58,1,0
2025-06-08,9.19,10.23,7.28,5.39,23.89,68.13,7.22,43.97,50,1.3,2,0
2025-06-09,3.85,9.11,9.01,4.72,19.95,57.41,1.83,38.29,50,4.47,1,0
2025-06-10,14.28,7.5,9.85,7.93,22.61,58.54,8.12,28.48,20,1.62,1,0
2025-06-11,4.37,10.53,11.04,3.66,24.22,63.07,2.56,43.24,10,0.3,2,0
2025-06-12,12.93,7.99,13.42,10.16,21.71,66.46,10.11,27.56,200,0.98,0,0
2025-06-13,6.68,15.21,14.26,3.81,24.5,55.74,27.72,34.18,20,1.94,1,0
2025-06-14,26.02,19.49,13.14,9.75,22.77,72.73,15.43,35.53,5,0.09,1,0
2025-06-15,25.78,20.51,13.48,12.81,25.6,70.02,3.19,45.01,100,4.32,0,0
2025-06-16,9.73,14.0,15.15,7.28,25.98,64.91,3.52,40.62,50,0.14,1,0
2025-06-17,6.48,7.66,15.04,4.21,22.06,66.87,0.72,33.7,10,0.06,1,0
2025-06-18,6.75,12.6,11.83,6.26,23.36,70.84,3.37,30.01,5,0.0,1,0
2025-06-19,24.58,12.43,8.34,12.63,23.55,76.83,0.97,38.35,20,2.3,1,0
2025-06-20,5.97,11.35,8.29,5.25,24.4,59.38,6.92,30.65,200,1.22,1,0
2025-06-21,3.52,3.6,8.78,7.67,23.16,63.6,12.32,34.59,200,0.22,1,0
2025-06-22,1.33,4.76,11.75,1.83,23.49,60.98,13.91,27.85,20,3.88,1,0
2025-06-23,9.43,6.88,8.78,7.16,22.6,58.05,0.61,36.36,100,0.45,1,0
2025-06-24,9.87,15.62,8.95,7.86,23.29,66.93,4.15,36.02,20,0.79,1,0
2025-06-25,27.57,13.73,11.99,12.84,25.63,83.07,3.4,28.59,50,0.39,1,0
2025-06-26,3.75,12.84,15.52,4.38,24.3,62.04,1.1,41.37,20,5.23,1,0
2025-06-27,7.19,11.91,15.21,5.31,24.39,55.63,4.5,38.86,50,2.84,2,0
2025-06-28,24.79,19.34,15.12,11.47,24.41,72.54,3.56,39.75,20,2.57,1,0
2025-06-29,26.03,19.37,11.95,12.29,22.63,66.94,10.06,32.89,5,0.09,2,0
2025-06-30,7.28,14.18,17.2,6.41,23.55,67.96,21.48,37.77,10,1.48,0,0
2025-07-01,9.22,7.31,16.44,7.51,20.72,67.23,6.07,36.89,20,1.71,1,0
2025-07-02,5.42,18.36,18.71,3.9,25.4,61.86,13.73,36.75,200,0.96,1,0
2025-07-03,40.45,15.92,17.46,15.0,17.27,78.57,1.58,37.84,200,0.78,1,1
2025-07-04,1.89,27.69,18.05,2.94,22.64,59.89,22.53,43.5,100,3.82,0,0
2025-07-05,40.71,19.96,16.8,15.0,25.07,80.4,1.66,42.1,10,0.05,1,1
2025-07-06,17.27,23.12,17.41,9.9,20.04,64.78,2.13,31.06,20,1.96,2,0
2025-07-07,11.38,9.72,12.76,7.04,23.54,58.75,1.13,40.03,20,1.0,2,0
2025-07-08,0.5,7.19,12.86,6.78,21.35,65.94,3.71,41.1,20,2.19,1,0
2025-07-09,9.68,6.01,9.34,6.64,21.95,62.91,8.04,32.98,5,0.44,1,0
2025-07-10,7.86,6.73,14.47,5.93,24.56,64.76,44.22,38.33,50,0.55,0,0
2025-07-11,2.64,8.84,14.61,4.42,23.04,62.74,15.77,38.31,5,1.77,0,0
2025-07-12,16.02,23.95,17.23,7.54,18.55,69.62,4.79,32.64,100,7.82,0,0
2025-07-13,53.19,27.2,16.0,15.0,20.64,80.72,8.58,34.49,50,7.35,1,1
2025-07-14,12.39,28.13,16.03,8.57,24.52,57.82,9.76,40.17,20,0.57,2,0
2025-07-15,18.82,10.76,15.92,9.28,23.44,66.46,17.3,33.89,50,0.22,1,0
2025-07-16,1.06,9.33,15.66,2.87,26.01,62.51,13.34,41.14,10,1.78,2,0
2025-07-17,8.11,3.68,14.04,4.82,25.86,60.42,8.42,42.14,20,1.09,2,0
2025-07-18,1.86,8.07,14.6,3.52,21.79,59.15,11.06,41.56,20,2.87,1,0
2025-07-19,14.23,19.3,12.08,7.86,27.45,77.75,13.7,44.73,100,1.5,1,0
2025-07-20,41.83,24.11,12.86,15.0,22.47,71.69,1.43,34.69,10,1.43,2,1
2025-07-21,16.26,19.76,13.42,6.77,20.47,64.36,2.24,36.25,50,2.08,1,0
2025-07-22,1.2,8.01,14.26,3.48,21.11,70.08,11.67,37.31,10,0.27,1,0
2025-07-23,6.57,6.59,16.07,5.64,17.84,63.06,19.0,36.13,20,2.26,2,0
2025-07-24,12.0,8.77,13.71,4.9,25.54,62.47,5.26,38.19,10,1.34,0,0
2025-07-25,7.74,15.55,13.41,4.82,25.49,69.72,39.07,26.81,50,3.43,1,0
2025-07-26,26.9,19.98,14.24,10.76,20.24,73.73,2.43,36.72,50,0.3,0,0
2025-07-27,25.28,22.13,13.94,10.13,21.8,70.9,5.39,28.69,50,0.72,2,0
2025-07-28,14.19,15.5,12.46,7.99,22.42,68.06,4.76,30.17,10,6.0,2,0
2025-07-29,7.01,8.54,12.3,5.41,20.28,60.22,26.63,38.58,5,1.61,1,0
2025-07-30,4.42,4.37,9.59,4.16,18.67,57.12,3.36,32.84,50,5.3,1,0
2025-07-31,1.68,4.23,8.4,4.52,21.73,60.27,6.36,36.85,10,2.34,2,0
2025-08-01,6.58,5.42,8.67,7.54,21.49,58.23,2.07,32.36,10,5.22,1,0
2025-08-02,8.0,10.49,7.82,7.87,21.33,64.05,7.37,38.66,20,0.76,2,0
2025-08-03,16.9,13.66,8.27,6.26,22.53,70.22,19.48,32.11,50,0.19,1,0
2025-08-04,16.1,11.36,8.46,9.02,24.92,72.32,3.62,23.61,50,3.24,2,0
2025-08-05,1.09,8.25,7.89,3.61,21.43,66.18,16.65,34.28,10,3.26,1,0
2025-08-06,7.54,3.88,10.51,5.95,22.35,61.74,24.23,23.36,50,1.93,1,0
2025-08-07,3.01,4.37,8.18,3.92,23.44,64.0,0.76,26.01,50,1.73,0,0
2025-08-08,2.56,10.64,7.05,4.41,23.07,63.74,14.12,28.4,20,4.93,1,0
2025-08-09,26.34,9.85,7.29,11.58,20.71,74.81,2.95,27.88,10,0.39,2,0
2025-08-10,0.64,11.71,10.74,3.0,22.11,57.92,1.93,31.57,50,1.92,1,0
2025-08-11,8.15,3.85,12.06,4.87,22.99,58.93,9.19,29.61,50,0.1,1,0
2025-08-12,2.76,14.21,12.25,3.79,19.61,63.89,12.23,27.87,5,0.3,1,0
2025-08-13,31.72,15.57,9.99,13.3,24.37,67.33,5.02,41.7,50,1.15,1,0
2025-08-14,12.21,15.96,12.71,7.88,24.68,64.77,0.4,31.69,20,3.44,1,0
2025-08-15,3.95,8.88,18.35,5.71,20.35,49.21,23.94,26.19,100,2.64,1,0
2025-08-16,10.47,11.38,18.49,6.05,22.16,58.55,13.12,35.59,10,7.3,2,0
2025-08-17,19.72,25.93,18.61,9.76,23.03,65.48,3.17,31.82,20,0.09,1,1
2025-08-18,47.59,23.68,22.7,15.0,20.63,89.28,6.87,34.66,50,0.96,2,1
2025-08-19,3.74,27.98,27.46,6.02,22.66,65.31,0.28,44.53,20,0.35,1,0
2025-08-20,32.6,25.72,28.12,13.21,22.0,73.53,4.14,39.01,20,0.08,1,1
2025-08-21,40.84,36.89,27.43,15.0,18.72,84.07,7.39,35.21,50,0.61,2,1
2025-08-22,37.23,31.07,21.74,14.9,22.55,83.05,7.28,40.93,50,0.56,0,1
2025-08-23,15.13,22.42,24.2,6.66,19.41,66.76,2.33,45.43,50,1.09,1,0
2025-08-24,14.91,12.59,21.17,7.74,23.46,60.53,14.99,41.15,10,0.3,1,0
2025-08-25,7.74,14.53,17.76,6.72,20.22,62.83,3.55,24.83,50,1.34,1,0
2025-08-26,20.94,13.35,13.64,10.55,21.21,69.98,8.68,29.88,20,5.05,1,0
2025-08-27,11.37,16.43,14.29,6.59,24.26,59.52,3.17,35.95,5,2.76,2,0
2025-08-28,16.97,12.24,15.89,8.85,22.48,70.32,5.54,35.13,10,3.69,2,0
2025-08-29,8.39,15.03,15.12,5.03,19.31,65.59,2.33,34.41,5,3.27,2,0
2025-08-30,19.72,18.07,15.97,10.26,19.41,72.09,10.02,31.47,20,0.99,1,0
2025-08-31,26.1,16.07,16.01,11.24,20.22,74.44,5.54,29.38,20,2.47,1,0
2025-09-01,2.38,18.44,17.57,3.88,22.18,64.84,0.16,47.07,200,2.81,2,0
2025-09-02,26.84,13.62,17.58,11.12,22.09,72.52,0.29,37.17,100,0.46,1,0
2025-09-03,11.66,22.14,15.79,6.92,19.66,66.84,6.37,39.53,100,3.94,0,0
2025-09-04,27.93,16.02,17.34,11.34,18.99,71.98,2.02,36.97,50,1.22,0,0
2025-09-05,8.47,14.52,17.62,6.83,21.86,61.31,8.8,37.28,100,0.03,1,0
2025-09-06,7.15,17.53,17.77,5.17,20.91,70.26,5.25,36.8,20,2.06,2,0
2025-09-07,36.99,16.16,17.53,15.0,25.57,68.27,10.63,31.41,50,2.26,1,0
2025-09-08,4.34,23.07,15.08,6.56,21.3,66.55,30.45,28.46,20,1.6,1,0
2025-09-09,27.89,14.05,14.66,10.8,24.84,70.84,7.52,37.8,10,0.48,2,0
2025-09-10,9.93,16.21,15.47,6.56,18.84,61.21,15.48,37.13,5,1.32,1,0
2025-09-11,10.83,8.76,11.03,5.97,18.01,66.72,13.99,39.1,50,1.02,1,0
2025-09-12,5.53,9.71,10.49,4.77,18.9,55.32,25.48,37.87,5,7.35,1,0
2025-09-13,12.77,8.07,7.19,9.73,23.49,62.3,2.41,28.83,50,3.48,1,0
2025-09-14,5.9,6.42,5.78,4.9,24.6,58.7,17.56,37.98,200,2.87,1,0
2025-09-15,0.6,3.75,12.45,4.11,19.5,59.19,23.59,38.81,10,0.4,2,0
2025-09-16,4.76,1.82,18.89,5.58,20.12,58.36,4.99,41.01,20,0.8,2,0
2025-09-17,0.1,20.78,18.14,2.33,18.68,68.05,3.77,48.5,50,0.96,1,0
2025-09-18,57.49,36.07,20.09,15.0,17.38,97.73,30.37,48.26,20,1.36,0,1
2025-09-19,50.61,38.55,20.92,15.0,22.41,75.19,9.88,41.82,200,0.06,2,1
2025-09-20,7.54,25.9,22.62,4.7,21.4,66.49,4.79,41.87,100,1.8,1,0
2025-09-21,19.55,11.15,26.11,5.94,20.95,74.07,15.69,45.85,10,0.89,1,0
2025-09-22,6.37,14.2,24.18,6.06,18.11,65.9,3.63,36.75,5,1.65,0,0
2025-09-23,16.68,15.87,18.05,10.97,24.16,65.05,1.94,34.37,200,0.02,0,0
2025-09-24,24.55,28.41,20.25,11.04,19.85,71.06,7.85,41.47,200,0.78,1,1
2025-09-25,43.99,25.41,18.12,15.0,21.91,78.26,8.35,32.97,20,2.93,1,1
2025-09-26,7.67,24.87,27.15,5.03,17.91,61.73,17.47,43.82,5,1.39,1,0
2025-09-27,22.94,11.75,24.82,9.83,20.41,65.42,6.11,40.71,50,3.11,2,0
2025-09-28,4.64,32.39,23.3,3.67,21.35,61.74,16.85,35.04,20,2.4,1,0
2025-09-29,69.58,24.87,19.32,15.0,21.4,87.28,3.73,37.86,200,3.86,1,1
2025-09-30,0.39,27.95,20.72,4.59,21.03,59.2,8.57,44.81,100,0.01,1,0
2025-10-01,13.88,10.14,17.72,6.28,21.69,60.7,2.34,37.5,50,0.61,1,0
2025-10-02,16.16,15.84,23.04,9.22,18.42,69.11,4.87,39.65,20,1.59,1,0
2025-10-03,17.47,11.85,13.52,10.57,21.05,65.34,19.49,37.05,50,5.66,1,0
2025-10-04,1.92,20.41,15.56,6.36,20.86,62.41,2.43,38.52,20,2.28,0,0
2025-10-05,41.84,15.59,14.11,15.0,21.07,86.33,16.62,33.99,5,1.22,2,1
2025-10-06,3.0,19.82,12.59,3.32,20.73,69.45,3.33,36.79,50,0.28,2,0
2025-10-07,14.62,7.13,11.79,11.28,18.02,54.67,0.35,29.47,20,1.36,1,0
2025-10-08,3.78,7.97,12.67,4.21,17.91,57.72,1.16,31.07,100,1.16,0,0
2025-10-09,5.51,7.05,7.07,4.44,16.09,61.24,13.7,29.47,100,3.01,1,0
2025-10-10,11.86,8.49,7.04,7.45,22.13,68.23,3.04,35.17,20,1.07,1,0
2025-10-11,8.1,7.53,6.11,5.23,22.13,55.8,10.62,33.25,20,0.77,1,0
2025-10-12,2.62,4.51,8.61,4.76,22.14,56.4,12.01,32.77,20,0.19,2,0
2025-10-13,2.81,4.52,12.71,2.76,21.04,62.06,4.23,38.54,20,0.1,1,0
2025-10-14,8.12,10.72,11.21,5.65,16.14,64.49,6.44,36.38,50,1.16,2,0
2025-10-15,21.24,21.2,11.12,11.41,18.33,72.51,5.17,33.0,50,0.85,1,0
2025-10-16,34.24,18.93,10.97,13.7,20.71,79.34,29.44,29.21,200,1.62,1,0
2025-10-17,1.32,14.35,10.61,4.07,20.61,62.35,3.86,30.14,50,2.49,1,0
2025-10-18,7.49,3.46,11.77,6.32,19.87,64.71,2.03,27.37,10,0.08,1,0
2025-10-19,1.58,3.11,10.71,5.38,21.04,61.07,4.55,34.99,10,1.37,1,0
2025-10-20,0.25,6.03,6.2,1.59,20.3,63.45,11.07,28.17,20,3.96,0,0
2025-10-21,16.26,10.12,6.58,9.08,20.49,56.93,11.95,30.16,20,1.21,1,0
2025-10-22,13.84,10.92,5.56,7.33,18.95,74.64,25.78,31.59,20,1.47,1,0
2025-10-23,2.67,6.83,9.2,4.5,22.17,50.31,21.35,38.9,10,1.33,1,0
2025-10-24,3.99,2.34,17.04,5.97,19.33,56.6,3.4,41.46,200,0.99,0,0
2025-10-25,0.36,10.46,15.03,2.17,17.5,59.05,6.07,35.74,10,0.23,2,0
2025-10-26,27.02,27.51,13.62,10.39,18.6,76.87,13.75,41.77,50,0.27,1,1
2025-10-27,55.15,28.12,17.58,15.0,19.42,72.6,24.83,26.97,5,0.39,1,1
2025-10-28,2.18,20.43,22.6,3.5,22.09,60.95,4.11,48.43,20,3.15,1,0
2025-10-29,3.95,12.18,23.72,6.28,19.99,65.94,5.88,42.95,20,0.64,1,0
2025-10-30,30.42,24.51,19.97,12.48,19.68,80.18,22.97,38.5,20,5.92,2,0
2025-10-31,39.15,25.91,12.18,13.64,17.54,76.09,4.44,30.41,20,3.32,0,1
2025-11-01,8.16,16.03,13.69,5.37,21.58,62.58,6.55,33.29,50,2.31,2,0
2025-11-02,0.78,3.18,14.2,1.95,18.69,57.31,23.49,38.73,50,2.55,1,0
2025-11-03,0.6,4.73,9.92,2.33,19.77,58.34,16.21,37.13,50,0.1,2,0
2025-11-04,12.8,6.96,6.2,7.81,22.91,61.24,2.79,35.82,100,1.68,2,0
2025-11-05,7.49,6.91,5.06,4.34,20.94,59.3,3.93,28.38,100,5.66,1,0
2025-11-06,0.44,7.02,8.26,4.97,16.65,62.39,4.35,28.66,50,0.08,2,0
2025-11-07,13.13,4.58,8.96,7.35,16.34,67.22,24.39,34.56,5,0.69,2,1
2025-11-08,0.17,12.17,7.22,3.65,19.73,62.54,68.44,36.74,200,0.11,0,0
2025-11-09,23.22,9.63,8.05,10.13,17.41,72.68,14.87,33.24,200,1.69,0,0
2025-11-10,5.49,9.78,9.08,6.07,21.11,66.27,6.62,41.04,50,0.25,1,0
2025-11-11,0.62,6.47,15.01,4.62,19.88,64.7,0.1,36.17,50,1.3,2,0
2025-11-12,13.31,7.18,16.67,7.9,20.1,57.95,11.96,36.66,20,2.55,1,0
2025-11-13,7.6,25.18,14.04,6.46,18.34,59.53,4.93,38.97,100,0.36,0,0
2025-11-14,54.63,24.67,15.9,15.0,23.21,86.16,10.02,42.46,100,2.82,1,1
2025-11-15,11.79,23.75,16.49,7.69,25.4,65.78,9.33,29.85,50,0.12,0,0
2025-11-16,4.83,11.72,19.62,4.54,19.13,59.06,6.56,32.26,50,0.32,1,0
2025-11-17,18.54,9.37,19.54,9.06,20.37,73.83,28.89,36.25,10,0.66,1,1
2025-11-18,4.75,19.49,13.44,4.6,19.84,72.28,0.23,51.17,20,3.18,1,0
2025-11-19,35.19,15.66,11.87,13.51,19.11,78.53,12.45,33.44,50,3.8,2,0
2025-11-20,7.04,18.07,12.37,4.79,17.94,63.94,5.27,34.34,5,0.5,1,0
2025-11-21,11.97,6.6,13.55,7.65,17.41,70.23,12.51,38.51,50,0.2,0,0
2025-11-22,0.78,7.03,16.38,5.31,17.29,51.06,11.25,41.44,100,3.77,1,0
2025-11-23,8.33,11.97,11.9,7.4,20.35,64.31,0.1,35.61,20,2.1,1,0
2025-11-24,26.79,19.9,11.44,10.03,18.48,78.29,3.36,40.4,5,0.34,2,0
2025-11-25,24.57,18.39,13.37,12.42,14.34,69.07,2.1,29.38,100,1.63,1,0
2025-11-26,3.81,10.74,18.97,4.26,20.37,55.77,1.83,33.76,10,4.12,2,0
2025-11-27,3.84,11.05,18.0,5.37,19.38,60.99,13.04,43.01,20,0.14,2,0
2025-11-28,25.5,23.11,15.45,10.06,22.13,72.45,2.74,36.24,50,0.17,1,0
2025-11-29,39.97,22.33,12.83,15.0,20.16,75.44,6.44,28.82,100,0.64,2,0
2025-11-30,1.5,16.82,16.66,4.33,16.44,71.23,2.84,30.05,100,2.11,0,0
2025-12-01,8.97,5.55,16.3,4.41,14.91,62.09,8.68,32.47,50,0.39,1,0
2025-12-02,6.17,15.28,13.17,6.08,17.91,57.32,12.75,35.28,20,3.39,0,0
2025-12-03,30.68,12.72,10.45,14.32,18.08,74.87,4.02,36.52,100,2.78,1,0
2025-12-04,1.31,11.85,10.35,3.68,21.2,65.19,9.24,32.49,50,1.65,1,0
2025-12-05,3.56,8.6,10.52,6.2,19.27,61.87,17.42,36.13,50,0.25,0,0
2025-12-06,20.94,8.43,10.89,9.56,21.54,72.9,0.99,32.17,20,8.88,0,0
2025-12-07,0.79,10.64,7.38,4.76,16.6,56.04,12.4,39.07,20,1.35,1,0
2025-12-08,10.17,6.57,8.26,3.89,21.16,72.53,3.9,46.07,20,1.2,1,0
2025-12-09,8.75,8.34,9.37,9.03,20.65,67.19,1.31,31.79,20,10.84,0,0
2025-12-10,6.11,7.46,6.76,7.13,15.15,68.29,7.89,35.1,20,3.99,1,0
2025-12-11,7.53,8.32,8.46,5.42,21.81,65.59,2.57,35.38,200,1.22,1,0
2025-12-12,11.32,7.16,10.52,4.53,19.33,69.79,17.22,34.9,20,1.09,1,0
2025-12-13,2.64,8.9,12.33,4.64,19.91,56.95,0.44,38.2,20,0.2,0,0
2025-12-14,12.73,13.31,11.81,5.59,17.38,63.91,1.04,37.12,20,5.22,1,0
2025-12-15,24.55,19.57,11.09,11.4,21.64,79.01,7.36,32.08,50,3.71,1,0
2025-12-16,21.42,16.16,10.14,10.42,16.69,78.51,8.89,40.64,200,0.74,1,0
2025-12-17,2.51,8.78,10.72,3.12,20.71,55.52,13.09,35.3,100,2.8,1,0
2025-12-18,2.42,3.2,10.03,5.57,20.67,62.46,3.0,32.09,100,2.88,1,0
2025-12-19,4.68,4.61,8.96,5.87,17.06,60.19,18.44,45.8,100,0.52,1,0
2025-12-20,6.72,6.43,6.02,6.69,22.95,59.87,30.61,31.83,200,1.9,0,0
2025-12-21,7.88,10.56,5.74,5.87,19.43,65.36,6.91,33.57,10,0.59,1,0
2025-12-22,17.08,8.61,6.46,6.92,20.25,74.24,14.29,33.46,20,3.12,0,0
2025-12-23,0.88,6.16,8.35,4.94,15.87,62.7,7.44,32.69,20,0.33,2,0
2025-12-24,0.53,2.96,7.85,3.33,23.14,58.67,0.72,35.38,20,2.21,1,0
2025-12-25,7.46,8.64,8.92,4.07,16.44,66.31,3.95,29.34,50,0.79,2,0
2025-12-26,17.92,9.53,7.13,10.5,20.91,67.16,0.92,35.83,20,0.07,2,0
2025-12-27,3.22,12.18,11.66,6.99,16.86,63.67,44.99,25.87,50,0.26,2,0
2025-12-28,15.39,7.71,16.43,8.07,17.59,74.68,2.6,30.08,20,2.13,0,0
2025-12-29,4.51,17.5,16.12,7.44,20.38,51.87,10.1,45.58,20,0.55,1,0
2025-12-30,32.58,23.67,14.12,13.38,20.84,80.28,3.35,29.37,20,1.99,1,0
2025-12-31,33.91,23.93,14.79,13.22,16.22,69.26,10.59,26.12,100,1.07,1,0
2026-01-01,5.29,14.37,13.18,4.33,20.93,68.79,2.36,29.12,50,2.36,1,0
2026-01-02,3.92,5.72,14.93,6.64,20.82,58.78,15.38,44.67,200,1.36,0,0
2026-01-03,7.95,5.33,14.02,4.95,16.83,57.89,1.17,26.65,100,0.74,2,0
2026-01-04,4.13,9.6,11.58,5.62,21.89,65.54,22.55,29.85,20,0.32,2,0
2026-01-05,16.74,15.7,14.55,7.85,15.75,70.19,18.35,28.53,10,0.83,1,0
2026-01-06,26.24,19.92,15.07,10.82,17.4,68.12,11.36,34.66,50,2.02,1,0
2026-01-07,16.77,23.03,14.3,9.77,19.59,62.12,0.7,33.54,50,2.7,2,0
2026-01-08,26.09,16.82,16.58,10.87,16.9,72.11,2.34,34.23,20,0.35,1,0
2026-01-09,7.59,12.08,15.15,5.29,19.12,57.77,19.62,45.34,10,2.18,2,0
2026-01-10,2.55,10.08,13.78,5.62,19.05,55.97,1.3,29.52,50,0.4,2,0
2026-01-11,20.09,9.78,12.06,11.44,18.18,70.62,1.7,34.31,20,0.5,1,0
2026-01-12,6.71,14.49,8.52,6.29,20.2,58.52,7.85,35.1,200,1.52,1,0
2026-01-13,16.69,9.38,17.94,7.72,18.06,70.48,3.2,32.28,50,0.68,2,0
2026-01-14,4.73,7.56,17.94,4.31,18.96,69.82,2.51,39.61,20,2.17,1,0
2026-01-15,1.27,26.52,24.63,3.98,20.77,59.89,8.58,37.85,10,6.24,0,0
2026-01-16,73.56,25.79,31.78,15.0,20.04,97.43,4.66,44.58,50,0.32,1,1
2026-01-17,2.55,47.66,32.78,3.08,20.01,71.36,1.51,42.57,50,1.69,0,0
2026-01-18,66.88,42.06,34.41,15.0,16.12,87.5,7.65,33.51,50,5.14,2,1
2026-01-19,56.77,49.11,36.08,15.0,19.45,94.34,4.89,50.96,50,0.39,1,1
2026-01-20,23.68,32.2,29.88,8.55,16.62,77.2,13.26,52.3,50,0.91,1,1
2026-01-21,16.16,17.59,30.24,7.23,15.8,72.35,1.08,41.21,20,0.26,2,0
2026-01-22,12.93,19.75,22.04,6.78,18.2,72.93,9.69,34.33,200,2.05,1,0
2026-01-23,30.16,16.07,16.0,12.46,16.52,76.48,5.74,43.93,20,2.21,1,0
